DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOMETRIC_SMOTE,RANK_GEOMETRIC_SMOTE,DTO,RANK_DTO,GEOMETRY,ALPHA,unit
abalone,GBR,4.555426066586435,2.0,5.018142505451747,6.0,4.758028677263965,4.0,4.547575844399807,1.0,4.563379720592457,3.0,4.982695114985235,5.0,5.051421949842579,7.0,min_solid_angle,8.5,MSE
ailerons,GBR,1.0425093617053544e-07,2.0,1.0891917074477381e-07,6.0,1.0637150382369734e-07,3.0,1.0882837748650627e-07,5.0,1.0350631659439578e-07,1.0,1.9317814071496557e-07,7.0,1.074269448853897e-07,4.0,min_solid_angle,8.5,MSE
cpu_act,GBR,9.513222475088153,2.0,11.098292474639218,5.0,11.441655993969553,6.0,9.507635032723082,1.0,9.517537076567514,3.0,13.175077838262501,7.0,11.012723312213163,4.0,min_solid_angle,8.5,MSE
autoPrice,GBR,3938437.080656773,1.0,4293347.871972812,3.0,4639088.831552623,6.0,4345279.996925557,5.0,4341766.844593907,4.0,5279972.154320747,7.0,4177785.342502456,2.0,min_solid_angle,8.5,MSE
cpu_small,GBR,14.242055679048956,2.0,19.500722780359176,6.0,18.66092564630076,5.0,14.24428914159665,3.0,14.238280933556876,1.0,18.513528140799092,4.0,19.736478012858704,7.0,min_solid_angle,8.5,MSE
bank8FM,GBR,0.0015965248461410804,1.0,0.0017195087082625426,3.0,0.002071571260597808,7.0,0.0019297925563068565,5.0,0.0018115701742833074,4.0,0.0020663663255875058,6.0,0.0017027984559717776,2.0,min_solid_angle,8.5,MSE
bank32nh,GBR,0.006838137781350675,1.0,0.007988112808885495,7.0,0.007587068491565377,4.0,0.007835715643479717,6.0,0.007568352740495053,3.0,0.0072792951419832375,2.0,0.007739870101152862,5.0,min_solid_angle,8.5,MSE
elevators,GBR,2.902118137215505e-05,1.0,3.885813592331633e-05,6.0,4.592269994266076e-05,7.0,3.655876740975602e-05,3.0,3.509828337422943e-05,2.0,3.85751903512417e-05,5.0,3.704704930443676e-05,4.0,min_solid_angle,8.5,MSE
fried,GBR,5.2557379101911605,1.0,6.958001275509679,4.0,6.5382415545063735,3.0,7.0300411832301934,5.0,6.404092309206661,2.0,7.470800425258221,7.0,7.195270638207048,6.0,min_solid_angle,8.5,MSE
puma32H,GBR,0.00016593845511769963,5.0,0.00016293183071525733,4.0,0.00018171173606208797,6.0,0.0001598388866122569,1.0,0.00016251431177744126,3.0,0.0006021248593714129,7.0,0.00015995098197698317,2.0,min_solid_angle,8.5,MSE
