DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOMETRIC_SMOTE,RANK_GEOMETRIC_SMOTE,DTO,RANK_DTO,GEOMETRY,ALPHA,unit
abalone,GBR,0.5616770754791063,2.0,0.5169072913219684,6.0,0.5418870304000133,4.0,0.5624240586731952,1.0,0.5609299509412702,3.0,0.5202932469974061,5.0,0.5129108077208573,7.0,max_solid_angle,9.5,R2score
ailerons,GBR,0.3731877756695304,2.0,0.3449046608525849,6.0,0.3601621904350942,3.0,0.3453704250918766,5.0,0.3775580151951161,1.0,-0.16201208472789885,7.0,0.3547520276561729,4.0,max_solid_angle,9.5,R2score
cpu_act,GBR,0.9716663089239423,2.0,0.9669707571106816,5.0,0.9659338017728792,6.0,0.9716824645169112,1.0,0.9716534721698252,3.0,0.9608092537850216,7.0,0.967170041215355,4.0,max_solid_angle,9.5,R2score
autoPrice,GBR,0.8541395004425333,2.0,0.8518829003585937,3.0,0.8545853850029046,1.0,0.850039485721225,4.0,0.8466979945178339,6.0,0.838652716649541,7.0,0.8473941720673782,5.0,max_solid_angle,9.5,R2score
cpu_small,GBR,0.9570373058314664,2.0,0.9413625594410616,6.0,0.9437490275727292,5.0,0.9570319000346974,3.0,0.9570453167236938,1.0,0.9443226731234006,4.0,0.9410763267889802,7.0,max_solid_angle,9.5,R2score
bank8FM,GBR,0.9307978850177376,1.0,0.9254627565766451,2.0,0.9101331768234544,7.0,0.9162891973745144,5.0,0.9214264408442552,4.0,0.9103973202914556,6.0,0.924879710016322,3.0,max_solid_angle,9.5,R2score
bank32nh,GBR,0.5387636622701775,1.0,0.4604093392457127,7.0,0.4881263737073646,4.0,0.4709325373335741,6.0,0.4889692402754943,3.0,0.508936940168961,2.0,0.4776280402111476,5.0,max_solid_angle,9.5,R2score
elevators,GBR,0.3566312021809034,1.0,0.1379639845518876,6.0,-0.018635315996539264,7.0,0.18895690966869574,3.0,0.2212421125716122,2.0,0.14500079842518726,5.0,0.1619240574262929,4.0,max_solid_angle,9.5,R2score
fried,GBR,0.7895229533113822,1.0,0.7212806018981959,4.0,0.7381042129226598,3.0,0.7184071889186173,5.0,0.7435065937552706,2.0,0.7007378856810765,7.0,0.7111993794456121,6.0,max_solid_angle,9.5,R2score
puma32H,GBR,0.8184282483160719,5.0,0.8217365104081015,4.0,0.8012033530940543,6.0,0.8251029658177306,1.0,0.8220920316873321,3.0,0.3412068828231964,7.0,0.8234456903411834,2.0,max_solid_angle,9.5,R2score
