DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOMETRIC_SMOTE,RANK_GEOMETRIC_SMOTE,DTO,RANK_DTO,GEOMETRY,ALPHA,unit
abalone,SVR,11.791936791380815,5.0,10.63968738685622,1.0,12.580855891392114,7.0,11.791936791380815,5.0,11.791936791380815,5.0,10.763405479868991,2.0,10.821053622564516,3.0,max_solid_angle,7.0,MAX
ailerons,SVR,0.0016500000000000024,3.0,0.0016500000000000024,3.0,0.001982423420355205,6.0,0.0016500000000000024,3.0,0.0016500000000000024,3.0,0.01067482782355855,7.0,0.0016500000000000024,3.0,max_solid_angle,7.0,MAX
cpu_act,SVR,37.67250211618432,6.0,34.62703102900757,4.0,33.55194694724072,2.0,37.67250211618432,6.0,37.67250211618432,6.0,33.62518421011909,3.0,33.5082312654342,1.0,max_solid_angle,7.0,MAX
autoPrice,SVR,18278.88377870559,7.0,14265.236288886985,1.0,15976.123082924723,4.0,17220.125603144646,6.0,17204.727635197407,5.0,15810.32793736578,3.0,14344.724131505398,2.0,max_solid_angle,7.0,MAX
cpu_small,SVR,37.57076957986903,6.0,33.72257567247145,4.0,33.370014760909484,3.0,37.57076957986903,6.0,37.57076957986903,6.0,33.268595585791125,1.0,33.34860358808949,2.0,max_solid_angle,7.0,MAX
bank8FM,SVR,0.17827483926801704,2.0,0.19121059809198251,7.0,0.180967919092762,4.0,0.17895130939524434,3.0,0.1775833499869211,1.0,0.1863608852944118,5.0,0.18799680595545035,6.0,max_solid_angle,7.0,MAX
bank32nh,SVR,0.43292819655298176,5.0,0.4017532629418624,1.0,0.4342482112270547,7.0,0.4297787771884805,2.0,0.4318642314799336,4.0,0.4333289851606084,6.0,0.4302085862436167,3.0,max_solid_angle,7.0,MAX
elevators,SVR,0.0334,3.0,0.0334,3.0,0.040644460785526026,6.0,0.0334,3.0,0.0334,3.0,0.05048527442316947,7.0,0.0334,3.0,max_solid_angle,7.0,MAX
fried,SVR,12.600558736240938,2.0,13.768659860289295,6.0,13.145224818038976,5.0,12.806525700352092,4.0,12.681410511900019,3.0,14.282452455147475,7.0,12.333992489894113,1.0,max_solid_angle,7.0,MAX
puma32H,SVR,0.08643189999999998,3.0,0.08643189999999998,3.0,0.08790459220976132,6.0,0.08643189999999998,3.0,0.08643189999999998,3.0,0.1045710934948129,7.0,0.08643189999999998,3.0,max_solid_angle,7.0,MAX
