DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOMETRIC_SMOTE,RANK_GEOMETRIC_SMOTE,DTO,RANK_DTO,GEOMETRY,ALPHA,unit
abalone,SVR,0.545283544587522,3.0,0.5447279089483157,5.0,0.5149356948591746,7.0,0.545283544587522,3.0,0.545283544587522,3.0,0.5454959086317456,1.0,0.5432568412022679,6.0,solid_angle,7.0,R2score
ailerons,SVR,-5.293566429524244,3.0,-5.293566429524244,3.0,-10.199082801592755,6.0,-5.293566429524244,3.0,-5.293566429524244,3.0,-767.9073763794505,7.0,-5.293566429524244,3.0,solid_angle,7.0,R2score
cpu_act,SVR,0.8327787923496484,3.0,0.8092957810840161,6.0,0.8394359869521592,1.0,0.8327787923496484,3.0,0.8327787923496484,3.0,0.8174105476767872,5.0,0.8060538697389752,7.0,solid_angle,7.0,R2score
autoPrice,SVR,-0.18543641519595214,1.0,-1.2919735076248824,7.0,-0.7669992406203292,4.0,-0.8375118697712429,5.0,-0.34457972182278485,2.0,-0.7319877286121402,3.0,-1.237865680543663,6.0,solid_angle,7.0,R2score
cpu_small,SVR,0.833461574787162,4.0,0.8090882568014702,6.0,0.8383161238286547,2.0,0.833461574787162,4.0,0.833461574787162,4.0,0.8384834855621021,1.0,0.8050537818229626,7.0,solid_angle,7.0,R2score
bank8FM,SVR,0.9032537073998016,3.0,0.9055682209144024,1.0,0.8994240172779676,6.0,0.9016578316827202,5.0,0.9027434560913924,4.0,0.8942522801647435,7.0,0.9045662764504621,2.0,solid_angle,7.0,R2score
bank32nh,SVR,0.4779861767685018,1.0,0.4609463511572797,6.0,0.4610462155264473,5.0,0.4705416573519426,3.0,0.4640080821958226,4.0,0.446174844234449,7.0,0.4752544076131488,2.0,solid_angle,7.0,R2score
elevators,SVR,-11.739847541154466,4.0,-11.739847541154466,4.0,-21.647126216610413,7.0,-11.739847541154466,4.0,-11.739847541154466,4.0,-6.016500895409004,1.0,-11.739847541154466,4.0,solid_angle,7.0,R2score
fried,SVR,0.8152019123153375,1.0,0.7922953180631245,3.0,0.7711055671546116,6.0,0.7862244722382583,5.0,0.7873124327544795,4.0,0.7421087455304274,7.0,0.8055915358275033,2.0,solid_angle,7.0,R2score
puma32H,SVR,-0.001872399276136738,3.0,-0.001872399276136738,3.0,-0.010835777380075684,7.0,-0.001872399276136738,3.0,-0.001872399276136738,3.0,-0.010623996578156205,6.0,-0.001872399276136738,3.0,solid_angle,7.0,R2score
