DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOMETRIC_SMOTE,RANK_GEOMETRIC_SMOTE,DTO,RANK_DTO,GEOMETRY,ALPHA,unit
abalone,KNNR,0.5184873910340376,2.0,0.40756577820369705,7.0,0.4835558564875805,5.0,0.5184873910340376,2.0,0.5184873910340376,2.0,0.4988208027242759,4.0,0.426218440248786,6.0,max_solid_angle,3.5,R2score
ailerons,KNNR,0.04788909207615925,1.0,-0.449665829754096,6.0,-0.2905211110447797,4.0,-0.4176188553040861,5.0,-0.26765746758734066,3.0,-8.197848889312422,7.0,-0.21834170804916792,2.0,max_solid_angle,3.5,R2score
cpu_act,KNNR,0.8545488635305434,2.0,0.8081440996346384,7.0,0.8427463969114097,5.0,0.8545488635305434,2.0,0.8545488635305434,2.0,0.8541542576861586,4.0,0.8138409058402478,6.0,max_solid_angle,3.5,R2score
autoPrice,KNNR,0.6016633438548906,1.0,0.5722351239282636,2.0,0.5410667266558746,6.0,0.5639369147393893,4.0,0.5468586163405952,5.0,0.5185575982802104,7.0,0.5675174270461062,3.0,max_solid_angle,3.5,R2score
cpu_small,KNNR,0.8551301876759089,2.0,0.8030920782643399,7.0,0.8414185150714106,4.0,0.8551301876759089,2.0,0.8551301876759089,2.0,0.8409193466605721,5.0,0.8079793431716542,6.0,max_solid_angle,3.5,R2score
bank8FM,KNNR,0.9041535112923191,1.0,0.8801612751845309,7.0,0.8841947975257171,6.0,0.8869034024518418,3.0,0.8862957216109713,5.0,0.8865403801248997,4.0,0.8893290931140079,2.0,max_solid_angle,3.5,R2score
bank32nh,KNNR,0.3939079082189892,1.0,0.018265341442926374,7.0,0.29007920312553537,3.0,0.1706513854574006,5.0,0.24605346486772736,4.0,0.3855583849121236,2.0,0.07250967416000229,6.0,max_solid_angle,3.5,R2score
elevators,KNNR,-0.05915161495831945,1.0,-0.6048496685539261,6.0,-0.8906818883831128,7.0,-0.44573418214474414,5.0,-0.3363499284324674,3.0,-0.1858023263862372,2.0,-0.39008406029103976,4.0,max_solid_angle,3.5,R2score
fried,KNNR,0.7048306448179726,1.0,0.6090034576794766,7.0,0.6563426107632565,4.0,0.6955444512595648,2.0,0.6902676792802926,3.0,0.6097010240306054,6.0,0.6481236469869888,5.0,max_solid_angle,3.5,R2score
puma32H,KNNR,0.05486190239092202,1.0,-0.40577568832697786,7.0,-0.31852729982659345,5.0,-0.3655475267312944,6.0,-0.2476512581644627,4.0,-0.10814318087274663,2.0,-0.15370093194745774,3.0,max_solid_angle,3.5,R2score
