DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOMETRIC_SMOTE,RANK_GEOMETRIC_SMOTE,DTO,RANK_DTO,GEOMETRY,ALPHA,unit
abalone,KNNR,5.001153322064007,2.0,6.152156602824308,7.0,5.364328934660678,5.0,5.001153322064007,2.0,5.001153322064007,2.0,5.204937089825716,4.0,5.682136477416076,6.0,solid_angle,10.0,MSE
ailerons,KNNR,1.5828561454545454e-07,1.0,2.409733066558721e-07,6.0,2.1446411662920175e-07,3.0,2.3567186412988176e-07,5.0,2.108648295292584e-07,2.0,1.5318581598842163e-06,7.0,2.239535232677194e-07,4.0,solid_angle,10.0,MSE
cpu_act,KNNR,48.84925513263768,2.0,64.4624988539887,7.0,52.90757114920875,5.0,48.84925513263768,2.0,48.84925513263768,2.0,48.98385967468521,4.0,62.666238117152005,6.0,solid_angle,10.0,MSE
autoPrice,KNNR,12689859.043435482,3.0,12528669.257739196,2.0,14841282.020603258,6.0,14441502.089733604,4.0,14706395.536239758,5.0,15311122.114566214,7.0,11919691.920003608,1.0,solid_angle,10.0,MSE
cpu_small,KNNR,48.47352373800696,2.0,65.76385880279297,7.0,52.86725259527945,4.0,48.47352373800696,2.0,48.47352373800696,2.0,53.09506670212711,5.0,63.140117559898975,6.0,solid_angle,10.0,MSE
bank8FM,KNNR,0.002210684779966718,1.0,0.0027628662498577513,7.0,0.002669308068378723,6.0,0.0026070500544276448,3.0,0.0026206489820634763,5.0,0.002615382929276223,4.0,0.002511794590991237,2.0,solid_angle,10.0,MSE
bank32nh,KNNR,0.008978383815330978,1.0,0.014507491804962322,6.0,0.010511269740086742,3.0,0.0122756488025306,5.0,0.011167227349894056,4.0,0.009102042763230848,2.0,0.014883739925186348,7.0,solid_angle,10.0,MSE
elevators,KNNR,4.775815453994345e-05,1.0,7.226904033585947e-05,6.0,8.529966048968482e-05,7.0,6.51217523721031e-05,4.0,6.022439138061808e-05,3.0,5.345990092383856e-05,2.0,6.771688490672465e-05,5.0,solid_angle,10.0,MSE
fried,KNNR,7.370059681465364,1.0,9.763142029479775,7.0,8.581744205290294,4.0,7.602582382638649,2.0,7.73467311468788,3.0,9.743920623418537,6.0,8.673744605595854,5.0,solid_angle,10.0,MSE
puma32H,KNNR,0.0008640788227177156,1.0,0.0012852845875394152,7.0,0.0012054311537225085,5.0,0.0012480361963451176,6.0,0.0011404675578797086,3.0,0.0010126006153807683,2.0,0.001165033292468369,4.0,solid_angle,10.0,MSE
