DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOMETRIC_SMOTE,RANK_GEOMETRIC_SMOTE,DTO,RANK_DTO,GEOMETRY,ALPHA,unit
abalone,ABR,0.3195283028720089,6.0,0.3361242251752875,3.0,0.36993380669498943,1.0,0.32974603608001285,4.0,0.3267352040066651,5.0,0.14923622233833406,7.0,0.3363670982934158,2.0,min_solid_angle,6.0,R2score
ailerons,ABR,-0.2664863660003247,1.0,-0.5015567481446094,4.0,-0.6048031373823972,7.0,-0.5233491474303207,5.0,-0.4557437774750344,3.0,-0.5274141075503771,6.0,-0.4238362469509184,2.0,min_solid_angle,6.0,R2score
cpu_act,ABR,0.925712003819618,2.0,0.9160237606128906,5.0,0.9119465760465651,6.0,0.924725577625168,3.0,0.9263127790502896,1.0,0.895048330846239,7.0,0.9195445042013796,4.0,min_solid_angle,6.0,R2score
autoPrice,ABR,0.7995409119675323,5.0,0.811043155363832,3.0,0.7955932435879187,7.0,0.8105702398485057,4.0,0.8173262491300861,2.0,0.7964552673628224,6.0,0.82428774684826,1.0,min_solid_angle,6.0,R2score
cpu_small,ABR,0.9133579683442477,1.0,0.8821168621149813,7.0,0.8899732476509481,5.0,0.9097721036698344,3.0,0.9100412083226608,2.0,0.8936340706972503,4.0,0.8829664060362572,6.0,min_solid_angle,6.0,R2score
bank8FM,ABR,0.8612684154201407,2.0,0.8540502507839867,3.0,0.8485022366997651,6.0,0.852269999620175,4.0,0.8493112553987213,5.0,0.8051786468924135,7.0,0.8623225448538541,1.0,min_solid_angle,6.0,R2score
bank32nh,ABR,0.015136095583188148,2.0,-0.16916716673274995,6.0,-0.05804104379690715,3.0,-0.11195031333297624,4.0,0.019686347418774067,1.0,-0.7295655964330899,7.0,-0.13918714455868242,5.0,min_solid_angle,6.0,R2score
elevators,ABR,-1.7951700485594415,2.0,-1.986295012858232,4.0,-3.4777001854118037,7.0,-2.0635866856354896,5.0,-2.177341058690156,6.0,-1.9586002407234424,3.0,-1.7159751875143088,1.0,min_solid_angle,6.0,R2score
fried,ABR,0.6612955173880593,4.0,0.6763974523573884,1.0,0.6257925369925669,6.0,0.6703433207579217,2.0,0.6645957087969309,3.0,0.5237228057577715,7.0,0.6581364387233577,5.0,min_solid_angle,6.0,R2score
puma32H,ABR,0.7665161721379473,1.0,0.5954095118717023,4.0,0.450441790843198,6.0,0.6054305863190219,3.0,0.5802562578513492,5.0,0.1992392456991144,7.0,0.6104994629116303,2.0,min_solid_angle,6.0,R2score
