DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOMETRIC_SMOTE,RANK_GEOMETRIC_SMOTE,DTO,RANK_DTO,GEOMETRY,ALPHA,unit
abalone,SGDR,12.532477392292586,3.0,12.606909749334395,6.0,12.845649579476644,7.0,12.552803901628357,4.0,12.604387450926945,5.0,11.785906729771964,2.0,11.6706217370607,1.0,max_solid_angle,10.0,MAX
ailerons,SGDR,0.0024790343657533093,7.0,0.0021770067805001662,1.0,0.00218979800752102,3.0,0.002183798354904092,2.0,0.0022232227333745017,5.0,0.002281075447153359,6.0,0.0022222270622907817,4.0,max_solid_angle,10.0,MAX
cpu_act,SGDR,43.109833316715154,3.0,48.9585114439478,7.0,41.985145697605695,1.0,43.1758086516398,4.0,42.962227309452324,2.0,48.557954171054,6.0,47.11814442508772,5.0,max_solid_angle,10.0,MAX
autoPrice,SGDR,11277.728835491593,7.0,9156.853082210026,1.0,9864.259819260693,4.0,11032.30686491961,5.0,11145.232244195891,6.0,9821.253464078465,3.0,9281.182039036818,2.0,max_solid_angle,10.0,MAX
cpu_small,SGDR,41.29525307358266,5.0,47.5437458503941,7.0,39.8866372471935,2.0,41.1878243385956,3.0,41.25525397671189,4.0,39.7669192751376,1.0,45.72259853235031,6.0,max_solid_angle,10.0,MAX
bank8FM,SGDR,0.3031220392172326,7.0,0.2271256238582537,2.0,0.2585043294722744,5.0,0.25240047309183816,4.0,0.2621857445805974,6.0,0.2282222309931999,3.0,0.2264158476543072,1.0,max_solid_angle,10.0,MAX
bank32nh,SGDR,0.5241981300279397,7.0,0.4529855745697734,1.0,0.5129810247716465,6.0,0.4971692364967747,4.0,0.5062859065517128,5.0,0.4537713894911778,2.0,0.4568158718827792,3.0,max_solid_angle,10.0,MAX
elevators,SGDR,0.049963539779214736,7.0,0.04583205124893956,2.0,0.04447887275206365,1.0,0.046435543549065914,5.0,0.0468199928464879,6.0,0.04632021081700801,4.0,0.04596695017895427,3.0,max_solid_angle,10.0,MAX
fried,SGDR,11.90289766991024,1.0,14.039494460908065,5.0,13.07694548305609,2.0,13.559389787347277,4.0,13.377174685913232,3.0,14.079097602350064,6.0,14.642301788330144,7.0,max_solid_angle,10.0,MAX
puma32H,SGDR,0.08080942155710548,1.0,0.10042363480848966,5.0,0.1090164485320249,7.0,0.10511316533920356,6.0,0.10022531749053347,4.0,0.09704360073114757,2.0,0.09875634037804312,3.0,max_solid_angle,10.0,MAX
