DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOMETRIC_SMOTE,RANK_GEOMETRIC_SMOTE,DTO,RANK_DTO,GEOMETRY,ALPHA,unit
abalone,MLPR,12.615577741129234,2.0,14.619891214877885,7.0,12.762891151320984,3.0,13.055045531430777,5.0,13.075427676000936,6.0,10.24551680101747,1.0,13.008900307178342,4.0,max_solid_angle,6.5,MAX
ailerons,MLPR,0.017296866657070052,3.0,0.01806742494682304,5.0,0.016606183739059338,2.0,0.01772523838732134,4.0,0.01872201202603132,6.0,0.01908640651536017,7.0,0.016252273614530983,1.0,max_solid_angle,6.5,MAX
cpu_act,MLPR,38.10143343782107,4.0,37.26894166394228,2.0,45.4392385827383,6.0,38.716164045318116,5.0,37.51659109055144,3.0,33.59320438518363,1.0,46.01527399327456,7.0,max_solid_angle,6.5,MAX
autoPrice,MLPR,27371.22682579589,7.0,27354.510096896214,1.0,27358.396420329278,4.0,27359.4153464632,6.0,27357.17934931252,3.0,27358.678469568746,5.0,27355.351099287265,2.0,max_solid_angle,6.5,MAX
cpu_small,MLPR,38.260289418534214,1.0,41.34653276183828,4.0,43.75689767937643,7.0,39.422459945456616,2.0,39.86553321049561,3.0,42.04596761088273,6.0,41.82505007040844,5.0,max_solid_angle,6.5,MAX
bank8FM,MLPR,0.18452536352030566,1.0,0.19598721510209005,2.0,0.202141589996372,6.0,0.2053329919895676,7.0,0.19621715180624272,3.0,0.2015477084929012,4.0,0.20159971828566092,5.0,max_solid_angle,6.5,MAX
bank32nh,MLPR,0.4576247368825189,7.0,0.3875349476303229,1.0,0.4484791241541788,6.0,0.4266860319995388,2.0,0.44146474950238906,5.0,0.42751369502986025,3.0,0.4326764403599774,4.0,max_solid_angle,6.5,MAX
elevators,MLPR,0.049436167810668376,7.0,0.045644429401952034,3.0,0.04449733050791862,1.0,0.047580056404587664,6.0,0.04566163155659338,4.0,0.04724217732708679,5.0,0.04523178304604596,2.0,max_solid_angle,6.5,MAX
fried,MLPR,12.161633164717276,1.0,14.60783946108884,7.0,13.621944529389445,5.0,13.064356860486095,4.0,12.706267720783675,2.0,13.691137002445748,6.0,12.943864030203953,3.0,max_solid_angle,6.5,MAX
puma32H,MLPR,0.09237810005256868,1.0,0.11328590958697166,7.0,0.11080787215644734,6.0,0.1103694595500658,5.0,0.11001405483913566,4.0,0.1014208628300848,2.0,0.1061147062019768,3.0,max_solid_angle,6.5,MAX
