DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOMETRIC_SMOTE,RANK_GEOMETRIC_SMOTE,DTO,RANK_DTO,GEOMETRY,ALPHA,unit
abalone,MLPR,4.785294628779512,2.0,5.059655070699284,6.0,4.785166883048868,1.0,4.791432477144218,3.0,4.8173717914867735,4.0,4.879319976119668,5.0,5.064201726550316,7.0,min_solid_angle,10.5,MSE
ailerons,MLPR,3.5035618383802124e-06,5.0,2.7284281347439742e-06,1.0,3.2499629590797628e-06,4.0,2.929501538181189e-06,3.0,4.333084275663998e-06,7.0,3.6829688615450777e-06,6.0,2.796219999389016e-06,2.0,min_solid_angle,10.5,MSE
cpu_act,MLPR,59.05664863216151,2.0,69.20852448493342,6.0,62.940037396082054,4.0,59.764435342518546,3.0,58.863958223744156,1.0,68.49162661224564,5.0,72.9099396183979,7.0,min_solid_angle,10.5,MSE
autoPrice,MLPR,164886187.62411433,7.0,164539740.6926021,2.0,164611905.17422578,4.0,164633274.04789883,6.0,164584249.30661276,3.0,164612983.7383186,5.0,164512333.2977906,1.0,min_solid_angle,10.5,MSE
cpu_small,MLPR,59.512902571939634,1.0,76.00529957814327,7.0,64.5253739591654,5.0,60.70509705987007,2.0,61.114080479063865,3.0,63.1236768473446,4.0,75.48957812384945,6.0,min_solid_angle,10.5,MSE
bank8FM,MLPR,0.0018695111323807567,1.0,0.00199908163752818,2.0,0.0022185580091069763,6.0,0.0022149175907319406,5.0,0.0024066237590013233,7.0,0.002138991031705862,4.0,0.00201755682321177,3.0,min_solid_angle,10.5,MSE
bank32nh,MLPR,0.006917718300292558,1.0,0.007723974231742978,5.0,0.007610533159928695,4.0,0.007946039637820515,6.0,0.007509680182339381,3.0,0.0073679174467043045,2.0,0.008098287835294126,7.0,min_solid_angle,10.5,MSE
elevators,MLPR,4.5443299759855486e-05,1.0,5.49807585128474e-05,5.0,6.954761825430595e-05,7.0,5.327040804990797e-05,3.0,5.066249256544638e-05,2.0,5.507688758262032e-05,6.0,5.396570465323243e-05,4.0,min_solid_angle,10.5,MSE
fried,MLPR,5.318908217077395,1.0,6.015836903781128,2.0,6.727640595836999,6.0,6.191498534895596,4.0,6.100069046477188,3.0,8.759886013050725,7.0,6.623639701257929,5.0,min_solid_angle,10.5,MSE
puma32H,MLPR,0.0008269302878903156,1.0,0.0009701045726641348,5.0,0.0010183113407874196,7.0,0.0010011833355432688,6.0,0.0009299605103074342,4.0,0.0009071117154803461,2.0,0.000916141675862128,3.0,min_solid_angle,10.5,MSE
