DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOMETRIC_SMOTE,RANK_GEOMETRIC_SMOTE,DTO,RANK_DTO,GEOMETRY,ALPHA,unit
abalone,MLPR,0.5392584347856217,2.0,0.5127983069787879,6.0,0.5393607858024355,1.0,0.5387424257794874,3.0,0.5361596348734287,4.0,0.5304322656580307,5.0,0.5124209093611315,7.0,min_solid_angle,10.5,R2score
ailerons,MLPR,-20.205191457288198,5.0,-15.435139836406055,1.0,-18.581677322639198,4.0,-16.61742899538105,3.0,-25.073067881604466,7.0,-21.12604614985515,6.0,-15.832391813022495,2.0,min_solid_angle,10.5,R2score
cpu_act,MLPR,0.8243087864325794,2.0,0.7932630139706205,6.0,0.8122325127164132,4.0,0.8219492762618692,3.0,0.8249396396447434,1.0,0.7959117818291913,5.0,0.7827693931028029,7.0,min_solid_angle,10.5,R2score
autoPrice,MLPR,-4.55134363398062,7.0,-4.5358015157341365,2.0,-4.5387299667700445,4.0,-4.540196891995781,5.0,-4.538135569378137,3.0,-4.540925746318952,6.0,-4.535480511494393,1.0,min_solid_angle,10.5,R2score
cpu_small,MLPR,0.8209881702379815,1.0,0.7704863552065653,7.0,0.8053910773330623,5.0,0.817540734555568,2.0,0.8164574019913209,3.0,0.8097019690240179,4.0,0.7724380803739745,6.0,min_solid_angle,10.5,R2score
bank8FM,MLPR,0.918922290944385,1.0,0.9133595986475104,2.0,0.9038262641566344,6.0,0.9039316519366384,5.0,0.8956110424963228,7.0,0.9072111088124368,4.0,0.912455066187308,3.0,min_solid_angle,10.5,R2score
bank32nh,MLPR,0.5333545978104539,1.0,0.4762952206124101,5.0,0.4865694013143619,4.0,0.4635751068524844,6.0,0.4929343972640066,3.0,0.5031787413971122,2.0,0.4518667682347714,7.0,min_solid_angle,10.5,R2score
elevators,MLPR,-0.00805848197906347,1.0,-0.21931878579351896,6.0,-0.5415185122291867,7.0,-0.1817534241684377,3.0,-0.12308524116998233,2.0,-0.2180383769148418,5.0,-0.19726938653855144,4.0,min_solid_angle,10.5,R2score
fried,MLPR,0.7871312552238874,1.0,0.7589773054892585,2.0,0.7304306989372623,6.0,0.7520297094649859,4.0,0.7554820514129337,3.0,0.6493807047768531,7.0,0.7342954421372616,5.0,min_solid_angle,10.5,R2score
puma32H,MLPR,0.09533806565398373,1.0,-0.060732737955574184,5.0,-0.1148905313789613,7.0,-0.09578484129235992,6.0,-0.01708826615167287,4.0,0.0067610616367542965,2.0,-0.002136383063772125,3.0,min_solid_angle,10.5,R2score
