DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOMETRIC_SMOTE,RANK_GEOMETRIC_SMOTE,DTO,RANK_DTO,GEOMETRY,ALPHA,unit
abalone,ABR,10.179179888041244,1.0,10.988595732409868,7.0,10.423027979937787,4.0,10.464286989563641,5.0,10.292733607627332,3.0,10.488547057659837,6.0,10.238476898694481,2.0,solid_angle,8.5,MAX
ailerons,ABR,0.0018687136365225312,5.0,0.0018175019481483587,2.0,0.0018247829434471148,3.0,0.0018151599839812875,1.0,0.001842571169533334,4.0,0.002336984414692073,7.0,0.001870477676421781,6.0,solid_angle,8.5,MAX
cpu_act,ABR,17.652819230666193,3.0,17.48724553212449,1.0,17.83089155301979,5.0,17.69343773227639,4.0,18.012119672379193,6.0,18.802247138609268,7.0,17.644844491286033,2.0,solid_angle,8.5,MAX
autoPrice,ABR,8265.252038920831,7.0,7581.715479880509,2.0,8246.977946188641,6.0,7914.590364804942,5.0,7588.577050671074,3.0,7828.098124720009,4.0,7193.971425242469,1.0,solid_angle,8.5,MAX
cpu_small,ABR,17.166520761341538,1.0,19.792204126553592,5.0,20.449699745010303,6.0,19.715958176963696,3.0,19.139709297377482,2.0,19.74097692176728,4.0,21.106024820636954,7.0,solid_angle,8.5,MAX
bank8FM,ABR,0.21162454276991646,3.0,0.21190730141163966,4.0,0.21468070677673454,6.0,0.21413765131925447,5.0,0.21101466642035985,2.0,0.2276976724871575,7.0,0.20417139346678384,1.0,solid_angle,8.5,MAX
bank32nh,ABR,0.3831669781979333,3.0,0.3865828462265576,4.0,0.3921880993060013,5.0,0.3965286499105212,6.0,0.39896617685317626,7.0,0.38270229999349936,2.0,0.37838786616641934,1.0,solid_angle,8.5,MAX
elevators,ABR,0.035128372823703936,2.0,0.03679999558245441,6.0,0.034232073498981004,1.0,0.03562433199293878,4.0,0.03529625902137541,3.0,0.04137734472575076,7.0,0.03671029767198285,5.0,solid_angle,8.5,MAX
fried,ABR,11.237404519966017,5.0,11.121532229265103,3.0,11.16928805197912,4.0,10.995391330499439,2.0,10.980413520398086,1.0,12.241472980450768,7.0,11.667256561292975,6.0,solid_angle,8.5,MAX
puma32H,ABR,0.05338434780386926,1.0,0.058230412511647935,3.0,0.0707878074784365,6.0,0.059282674724840036,4.0,0.06062587185804511,5.0,0.08203913693878079,7.0,0.05620677376083704,2.0,solid_angle,8.5,MAX
