DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOMETRIC_SMOTE,RANK_GEOMETRIC_SMOTE,DTO,RANK_DTO,GEOMETRY,ALPHA,unit
abalone,RFR,0.5504046778853678,2.0,0.5014993818996899,7.0,0.5372495784740978,4.0,0.5492484158175147,3.0,0.5516469192034302,1.0,0.5193956758737219,5.0,0.5106611522380755,6.0,min_solid_angle,6.0,R2score
ailerons,RFR,0.4169167387730727,1.0,0.3996634034370349,5.0,0.3955039330816132,7.0,0.40162326932897335,4.0,0.4107752653358978,2.0,0.3981954284249988,6.0,0.4090115666715463,3.0,min_solid_angle,6.0,R2score
cpu_act,RFR,0.9750157902268276,2.0,0.9734488592444386,6.0,0.9739639913516006,5.0,0.9749931239926024,3.0,0.9750889607237004,1.0,0.9743799238194576,4.0,0.9712526847745736,7.0,min_solid_angle,6.0,R2score
autoPrice,RFR,0.8514944262895895,3.0,0.8534224968138838,2.0,0.8497892709973275,4.0,0.8287754145128577,7.0,0.8450288671899153,5.0,0.8319603767802541,6.0,0.8558888196442898,1.0,min_solid_angle,6.0,R2score
cpu_small,RFR,0.9705447502576486,3.0,0.9685971817640476,5.0,0.9676803870627312,7.0,0.970601871631358,2.0,0.9707330865564092,1.0,0.9680611537539722,6.0,0.9686320436124094,4.0,min_solid_angle,6.0,R2score
bank8FM,RFR,0.9300823663749066,1.0,0.9272372033378524,3.0,0.9231680097527384,6.0,0.928798640587454,2.0,0.9264413887639682,5.0,0.9135250118077144,7.0,0.9271847031675388,4.0,min_solid_angle,6.0,R2score
bank32nh,RFR,0.5245796010789531,1.0,0.4717559094433645,7.0,0.4947416370999088,3.0,0.482866943397053,5.0,0.4914242746177052,4.0,0.4970740984440939,2.0,0.478171803756609,6.0,min_solid_angle,6.0,R2score
elevators,RFR,0.5736333665630886,5.0,0.5773360103845686,4.0,0.5514051595182276,7.0,0.6043348765270493,1.0,0.5976478858444585,2.0,0.5675994566062345,6.0,0.5801959170083096,3.0,min_solid_angle,6.0,R2score
fried,RFR,0.7875064541314585,1.0,0.7643828528142456,5.0,0.7720002352357268,4.0,0.7808430293079768,2.0,0.7751618258290168,3.0,0.6989126922646243,7.0,0.7590443720928616,6.0,min_solid_angle,6.0,R2score
puma32H,RFR,0.8829118578803914,1.0,0.8193776342148343,7.0,0.86812739044224,3.0,0.8365156331272227,6.0,0.8466803063743005,5.0,0.8688009156845489,2.0,0.8498879556851549,4.0,min_solid_angle,6.0,R2score
