DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOMETRIC_SMOTE,RANK_GEOMETRIC_SMOTE,DTO,RANK_DTO,GEOMETRY,ALPHA,unit
abalone,MLPR,1.5657280397580111,3.0,1.6691338603754893,6.0,1.5550441910268318,1.0,1.5635775614647949,2.0,1.5822850167875493,4.0,1.6564000450548133,5.0,1.6750278566333634,7.0,max_solid_angle,9.0,MAE
ailerons,MLPR,0.0011038844202928232,4.0,0.000966446764459984,1.0,0.0010820513190015393,3.0,0.0009673526016510023,2.0,0.0012222005226356634,7.0,0.001137690502862432,6.0,0.0011309302085216054,5.0,max_solid_angle,9.0,MAE
cpu_act,MLPR,5.6209051887093295,2.0,6.7869401295361005,6.0,6.298572651943637,4.0,5.6394704913405285,3.0,5.614065386698752,1.0,6.6921414844283245,5.0,7.057625961568978,7.0,max_solid_angle,9.0,MAE
autoPrice,MLPR,11431.296036934009,7.0,11415.074279111817,2.0,11418.80059328138,4.0,11419.837479647564,6.0,11417.64022038633,3.0,11419.160198947118,5.0,11413.485004336535,1.0,max_solid_angle,9.0,MAE
cpu_small,MLPR,5.63873247303745,1.0,7.040917624231166,6.0,6.4072686991508965,5.0,5.699543552126514,2.0,5.738152571646628,3.0,6.270139899996211,4.0,7.1099566407522845,7.0,max_solid_angle,9.0,MAE
bank8FM,MLPR,0.031456504529973624,1.0,0.032940140006071324,2.0,0.03433257895245083,6.0,0.034211297786388616,5.0,0.036352117500306605,7.0,0.03396707138987421,4.0,0.0332405055266093,3.0,max_solid_angle,9.0,MAE
bank32nh,MLPR,0.05550299977954583,1.0,0.06332110508067681,4.0,0.06236612166510529,3.0,0.06648299296293049,7.0,0.06351646263712718,6.0,0.06128659528094808,2.0,0.06338545723955677,5.0,max_solid_angle,9.0,MAE
elevators,MLPR,0.0045673851467484036,1.0,0.006095804763568518,5.0,0.007171745794062623,7.0,0.005813831861148422,3.0,0.005677535987688114,2.0,0.00597105150578754,4.0,0.0064780096569048784,6.0,max_solid_angle,9.0,MAE
fried,MLPR,1.7743048809543172,1.0,1.8698223788674828,2.0,2.0068434632986927,5.0,1.9306105737995831,4.0,1.9144257846105384,3.0,2.3230692329332765,7.0,2.032709859380359,6.0,max_solid_angle,9.0,MAE
puma32H,MLPR,0.02277866744408214,1.0,0.02379863255321671,5.0,0.02390581834334727,7.0,0.02388064959686124,6.0,0.023203014461205203,3.0,0.022938991372331314,2.0,0.023289830602028418,4.0,max_solid_angle,9.0,MAE
