DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOMETRIC_SMOTE,RANK_GEOMETRIC_SMOTE,DTO,RANK_DTO,GEOMETRY,ALPHA,unit
abalone,RNR,0.0019311823723375363,2.0,-0.008042769640863813,5.0,-0.012160321576959987,7.0,0.0019311823723375363,2.0,0.0019311823723375363,2.0,-0.007592700393099627,4.0,-0.008997445763927869,6.0,min_solid_angle,2.5,R2score
ailerons,RNR,0.005939215895897188,1.0,-0.5365029472299349,6.0,-0.5815456844318284,7.0,-0.5358264427951543,5.0,-0.3961148581026496,3.0,-0.4358587077960268,4.0,-0.26492018112188176,2.0,min_solid_angle,2.5,R2score
cpu_act,RNR,0.5993908813558715,2.0,0.5773885680024217,5.0,0.4590741050424254,7.0,0.5993908813558715,2.0,0.5993908813558715,2.0,0.5835645463237948,4.0,0.46803950884223,6.0,min_solid_angle,2.5,R2score
autoPrice,RNR,-0.05955814897919068,1.0,-0.7822466075894408,7.0,-0.36211799049281135,5.0,-0.2237791385638331,3.0,-0.17401591752399445,2.0,-0.346245491375724,4.0,-0.6276615674555016,6.0,min_solid_angle,2.5,R2score
cpu_small,RNR,0.5988573171677702,2.0,0.5792765162630191,4.0,0.44834012911614096,6.0,0.5988573171677702,2.0,0.5988573171677702,2.0,0.4452043440030457,7.0,0.4688591654187576,5.0,min_solid_angle,2.5,R2score
bank8FM,RNR,0.04807877436461696,1.0,-0.4833539471437082,7.0,-0.2848108123586945,3.0,-0.2859208870709581,4.0,-0.1878069208625978,2.0,-0.4738457947154619,5.0,-0.4821629384547351,6.0,min_solid_angle,2.5,R2score
bank32nh,RNR,0.01626088947936808,1.0,-0.3618766378078434,7.0,-0.08303822721613745,3.0,-0.1239132443969598,4.0,-0.07041940102755552,2.0,-0.3119109977779154,6.0,-0.29335176871685154,5.0,min_solid_angle,2.5,R2score
elevators,RNR,0.011628558099355502,1.0,-0.3694621761957117,6.0,-0.6351382699711312,7.0,-0.2888363948153945,5.0,-0.21091984718230555,3.0,-0.2833707547230805,4.0,-0.18836689602371395,2.0,min_solid_angle,2.5,R2score
fried,RNR,0.0025063151348123872,6.0,0.004994137597216053,3.0,0.006188218411916857,2.0,0.003485846834057393,4.0,0.002598869515570157,5.0,0.023262445787360853,1.0,0.001888893568421257,7.0,min_solid_angle,2.5,R2score
puma32H,RNR,0.1853861732698376,1.0,0.11746306406540775,5.0,-0.024018349693390402,7.0,0.07902812272023503,6.0,0.161770588540613,3.0,0.15359010297797138,4.0,0.17913193384899712,2.0,min_solid_angle,2.5,R2score
