DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOMETRIC_SMOTE,RANK_GEOMETRIC_SMOTE,DTO,RANK_DTO,GEOMETRY,ALPHA,unit
abalone,SGDR,1.6464704303110254,3.0,1.7612215864573049,5.0,1.6255507312369477,1.0,1.6440012704466351,2.0,1.650030632060917,4.0,1.8922471508211405,7.0,1.7946138787813202,6.0,solid_angle,5.0,MAE
ailerons,SGDR,0.0003059932955962936,1.0,0.0004279253536103969,7.0,0.0004254926336448459,6.0,0.00042277876876313416,5.0,0.0004019051372659242,3.0,0.0004164198171319652,4.0,0.00039386024335596835,2.0,solid_angle,5.0,MAE
cpu_act,SGDR,5.9478507860305445,1.0,7.667806745022192,6.0,6.7872382862677405,4.0,5.955276933408984,3.0,5.9501566709156934,2.0,7.6459763819730675,5.0,7.8069977883319455,7.0,solid_angle,5.0,MAE
autoPrice,SGDR,3189.5630882812306,1.0,3454.4492972649305,2.0,3573.107573894987,6.0,3459.2094557194155,3.0,3478.4287583299983,4.0,3609.6507259970704,7.0,3546.3710836387318,5.0,solid_angle,5.0,MAE
cpu_small,SGDR,5.9644821923165035,3.0,7.63726709548475,6.0,6.857679114667669,4.0,5.946320372238794,1.0,5.9547559208149625,2.0,6.893311707145058,5.0,7.786232084614373,7.0,solid_angle,5.0,MAE
bank8FM,SGDR,0.04741271655719065,1.0,0.05344308158663602,5.0,0.05171334034824037,2.0,0.05359289712725366,6.0,0.05269318094091262,3.0,0.05319719168362782,4.0,0.053744784014228233,7.0,solid_angle,5.0,MAE
bank32nh,SGDR,0.06303590244062371,1.0,0.07631893481333586,6.0,0.07067428377031608,2.0,0.07713499682380172,7.0,0.0748473256839215,4.0,0.07557426892109846,5.0,0.07479539274210381,3.0,solid_angle,5.0,MAE
elevators,SGDR,0.004478364781565668,1.0,0.006706820550572227,6.0,0.007662531278646331,7.0,0.006268140553333126,3.0,0.006055617568716329,2.0,0.006429549630735966,5.0,0.00631037469137515,4.0,solid_angle,5.0,MAE
fried,SGDR,2.480826830828464,1.0,2.7266929131921156,5.0,2.5631475981630523,2.0,2.6424041508153455,4.0,2.6142992215193472,3.0,2.7950198469180134,6.0,2.830835140867319,7.0,solid_angle,5.0,MAE
puma32H,SGDR,0.02111936942006553,1.0,0.02186937778963576,4.0,0.02304091704271996,7.0,0.02236948700205805,6.0,0.021904835289785853,5.0,0.021529867160976483,2.0,0.021573570310240663,3.0,solid_angle,5.0,MAE
