DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOMETRIC_SMOTE,RANK_GEOMETRIC_SMOTE,DTO,RANK_DTO,GEOMETRY,ALPHA,unit
abalone,RNR,10.369031534950912,2.0,10.47405014316725,5.0,10.515353955372976,7.0,10.369031534950912,2.0,10.369031534950912,2.0,10.469117634326023,4.0,10.496059197693793,6.0,solid_angle,8.0,MSE
ailerons,RNR,1.6527622579408253e-07,1.0,2.553968164222102e-07,6.0,2.628087929397566e-07,7.0,2.5529134184908854e-07,5.0,2.3217399545823017e-07,2.0,2.3891723488099907e-07,4.0,2.3459309979815372e-07,3.0,solid_angle,8.0,MSE
cpu_act,RNR,135.22972879152843,2.0,141.99983127930508,5.0,182.71556309338243,7.0,135.22972879152843,2.0,135.22972879152843,2.0,139.92231887155137,4.0,175.29527261226738,6.0,solid_angle,8.0,MSE
autoPrice,RNR,34768985.21983622,1.0,49516342.97117336,7.0,40374919.35610826,5.0,37808825.43344321,3.0,36877600.85360671,2.0,40066268.42521495,4.0,47384231.04229585,6.0,solid_angle,8.0,MSE
cpu_small,RNR,135.6152455381793,2.0,140.66863099042195,4.0,185.5703011352109,6.0,135.6152455381793,2.0,135.6152455381793,2.0,187.34026053244617,7.0,177.40258311403466,5.0,solid_angle,8.0,MSE
bank8FM,RNR,0.02196006769108357,1.0,0.034196164437658015,6.0,0.02962250574662152,3.0,0.029649907513730662,4.0,0.0273838046988526,2.0,0.03397842976730952,5.0,0.034334630515170834,7.0,solid_angle,8.0,MSE
bank32nh,RNR,0.014591948618013013,1.0,0.02017098958126737,7.0,0.016054487206545096,3.0,0.016661055402100916,4.0,0.01587355217977924,2.0,0.0194346884151987,5.0,0.019899927266821837,6.0,solid_angle,8.0,MSE
elevators,RNR,4.458455273652837e-05,1.0,6.171318053657425e-05,6.0,7.371088621922748e-05,7.0,5.808916776481439e-05,4.0,5.458686066162759e-05,2.0,5.78374122517265e-05,3.0,5.878115162167494e-05,5.0,solid_angle,8.0,MSE
fried,RNR,24.90749295134993,6.0,24.84540239145307,3.0,24.81551485667255,2.0,24.88318770630425,4.0,24.9053259632518,5.0,24.389164563317042,1.0,24.925127732464514,7.0,solid_angle,8.0,MSE
puma32H,RNR,0.0007451714964217619,1.0,0.000806701590749122,5.0,0.0009355789250673684,7.0,0.0008415888026285474,6.0,0.0007661926947885122,2.0,0.000773709731085343,3.0,0.0007828659131150532,4.0,solid_angle,8.0,MSE
