DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOMETRIC_SMOTE,RANK_GEOMETRIC_SMOTE,DTO,RANK_DTO,GEOMETRY,ALPHA,unit
abalone,KNNR,11.52,4.0,12.28,7.0,11.6,6.0,11.52,4.0,11.52,4.0,11.281053949492804,2.0,11.01787517773668,1.0,max_solid_angle,1.5,MAX
ailerons,KNNR,0.00238,5.0,0.002332588432673647,4.0,0.0025285168987563824,6.0,0.002314785251330409,3.0,0.002226960451701278,1.0,0.020420250849154647,7.0,0.002263860775486873,2.0,max_solid_angle,1.5,MAX
cpu_act,KNNR,35.36,5.0,29.991361152170768,2.0,35.36,5.0,35.36,5.0,35.36,5.0,35.36,5.0,29.225980495497183,1.0,max_solid_angle,1.5,MAX
autoPrice,KNNR,10731.6,1.0,11206.847125092381,3.0,12077.960626917762,6.0,11385.020431374734,4.0,11398.411033714236,5.0,12593.813746627213,7.0,11033.582132178884,2.0,max_solid_angle,1.5,MAX
cpu_small,KNNR,34.56,5.0,31.040000000000006,2.0,34.56,5.0,34.56,5.0,34.56,5.0,34.56,5.0,30.075823802002077,1.0,max_solid_angle,1.5,MAX
bank8FM,KNNR,0.21116224,1.0,0.2368067617834017,6.0,0.2380998615164991,7.0,0.23332432014468615,5.0,0.23141564598963502,4.0,0.2256036970941921,2.0,0.2281632019307828,3.0,max_solid_angle,1.5,MAX
bank32nh,KNNR,0.51053188,6.5,0.4792539990844452,2.0,0.4850459847492742,3.0,0.4767517078229269,1.0,0.4910415837178602,4.0,0.51053188,6.5,0.4937815393131005,5.0,max_solid_angle,1.5,MAX
elevators,KNNR,0.04856,4.0,0.045878884149568235,1.0,0.0530460006562546,7.0,0.04890261626179025,5.0,0.0474933162547275,3.0,0.04910582376791037,6.0,0.04672084323417103,2.0,max_solid_angle,1.5,MAX
fried,KNNR,14.04544,1.0,16.476858089264294,7.0,15.603030403992241,6.0,14.90365230357089,3.0,15.02950226853368,4.0,15.251775363321626,5.0,14.6384010861425,2.0,max_solid_angle,1.5,MAX
puma32H,KNNR,0.10284916000000002,1.0,0.1264440785612893,7.0,0.12593499923783374,6.0,0.1253315002583793,5.0,0.12253715620031155,4.0,0.11657916050670496,3.0,0.1093555832474964,2.0,max_solid_angle,1.5,MAX
