DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOMETRIC_SMOTE,RANK_GEOMETRIC_SMOTE,DTO,RANK_DTO,GEOMETRY,ALPHA,unit
abalone,RNR,2.3597332612318156,3.0,2.383134695602972,6.0,2.358180432683045,1.0,2.3597332612318156,3.0,2.3597332612318156,3.0,2.382131683503622,5.0,2.3841518112635915,7.0,max_solid_angle,9.5,MAE
ailerons,RNR,0.0003128782828614764,1.0,0.00043862572220268464,6.0,0.0004460284885701912,7.0,0.00043853719443194826,5.0,0.000414088257274429,2.0,0.0004182204194890149,3.0,0.0004197764173160456,4.0,max_solid_angle,9.5,MAE
cpu_act,RNR,8.06433360728193,2.0,10.365583668355457,6.0,9.545698026692973,4.0,8.06433360728193,2.0,8.06433360728193,2.0,10.276328145347184,5.0,11.067905413638695,7.0,max_solid_angle,9.5,MAE
autoPrice,RNR,4599.688025860427,1.0,6229.95642302383,7.0,5486.659817844352,5.0,5037.288961014341,3.0,4943.047638246807,2.0,5473.876692297914,4.0,6048.7431238673,6.0,max_solid_angle,9.5,MAE
cpu_small,RNR,8.067907627909202,2.0,10.316040365291972,6.0,9.63735793999244,4.0,8.067907627909202,2.0,8.067907627909202,2.0,9.658254442548822,5.0,11.048609939275119,7.0,max_solid_angle,9.5,MAE
bank8FM,RNR,0.1206872287458682,1.0,0.16519047192578534,6.0,0.15193046669355495,3.0,0.15201600355408312,4.0,0.14528771383253405,2.0,0.1646523597245793,5.0,0.16613489811046464,7.0,max_solid_angle,9.5,MAE
bank32nh,RNR,0.08888317273472171,1.0,0.12797967067006594,7.0,0.10689486392459896,3.0,0.11084940653381548,4.0,0.10562530487732008,2.0,0.12495631079460805,5.0,0.12720950654238355,6.0,max_solid_angle,9.5,MAE
elevators,RNR,0.004543752994897356,1.0,0.00685867484666809,6.0,0.007712010363947008,7.0,0.006549901200299803,4.0,0.006224413450655121,2.0,0.0065334103462307575,3.0,0.006682365857797789,5.0,max_solid_angle,9.5,MAE
fried,RNR,4.061278318057057,5.0,4.05731505755485,3.0,4.0551761556768815,2.0,4.060053387855906,4.0,4.061513855953374,6.0,4.023039995229759,1.0,4.061937539079066,7.0,max_solid_angle,9.5,MAE
puma32H,RNR,0.02148057507815064,3.0,0.021670152647215942,5.0,0.02303137333102116,7.0,0.0219761443167184,6.0,0.021276293080404816,1.0,0.021398082095008927,2.0,0.02151178421144247,4.0,max_solid_angle,9.5,MAE
